  Line,  Analysis,             Time Code,           Port,  Inj Nr,  d(18_16)Mean,    d(D_H)Mean,      H2O_Mean,  Ignore, Good,                            Identifier 1,                            Identifier 2,   Gas Configuration,Timestamp Mean,   d(18_16)_SD,     d(D_H)_SD,        H2O_SD,   d(18_16)_Sl,     d(D_H)_Sl,        H2O_Sl,baseline_shift,   slope_shift,     residuals,baseline_curvature,      interval,       ch4_ppm,  h16od_adjust,   h16od_shift,n2_flag,      DAS Temp,      Tray,  Sample,     Job,    Method,Error Code
   341,     P-835,   2019/11/09 18:37:09,           1-64,       1,       -16.536,      -128.286,         18257,      -1,    1,                                        ,                                        ,                 H2O, 1573350134.82,         0.190,         0.384,        10.627,        -0.000,        -0.002,         0.220,        83.289,        35.458,         1.058,        62.547,         0.865,        -0.661,       -0.0000,       -0.0000,    0,        41.812,         1,      64,       6,  DGK_norm,       0
   342,     P-835,   2019/11/09 18:46:05,           1-64,       2,       -16.592,      -129.256,         17785,      -1,    1,                                        ,                                        ,                 H2O, 1573350670.37,         0.179,         0.390,        11.718,        -0.001,         0.001,         0.257,        80.714,        35.477,         0.961,        58.721,         0.863,        -0.788,        0.0000,        0.0000,    0,        41.250,         1,      64,       6,  DGK_norm,       0
   343,     P-835,   2019/11/09 18:54:59,           1-64,       3,       -16.615,      -129.579,         17732,      -1,    1,                                        ,                                        ,                 H2O, 1573351204.52,         0.212,         0.390,        10.774,        -0.001,        -0.001,         0.226,        80.485,        34.918,         0.992,        59.595,         0.863,        -0.670,       -0.0000,       -0.0000,    0,        41.000,         1,      64,       6,  DGK_norm,       0
   344,     P-835,   2019/11/09 19:03:54,           1-64,       4,       -16.649,      -129.663,         17658,       0,    1,                                        ,                                        ,                 H2O, 1573351740.01,         0.185,         0.374,        11.787,        -0.001,        -0.002,         0.258,        80.126,        34.600,         0.986,        59.538,         0.864,        -0.676,        0.0000,        0.0000,    0,        41.312,         1,      64,       6,  DGK_norm,       0
   345,     P-835,   2019/11/09 19:12:49,           1-64,       5,       -16.610,      -129.655,         17691,       0,    1,                                        ,                                        ,                 H2O, 1573352274.74,         0.196,         0.387,        10.672,        -0.001,        -0.001,         0.221,        80.431,        34.544,         0.977,        59.325,         0.864,        -0.791,       -0.0000,       -0.0000,    0,        41.625,         1,      64,       6,  DGK_norm,       0
   346,     P-836,   2019/11/09 19:22:25,           1-65,       1,       -10.996,       -87.349,         18109,      -1,    1,                                        ,                                        ,                 H2O, 1573352849.74,         0.197,         0.436,         8.112,        -0.001,        -0.003,         0.127,        82.668,        35.232,         1.016,        61.560,         0.864,        -0.776,        0.0000,        0.0000,    0,        42.062,         1,      65,       6,  DGK_norm,       0
   347,     P-836,   2019/11/09 19:31:19,           1-65,       2,       -10.901,       -85.558,         17885,      -1,    1,                                        ,                                        ,                 H2O, 1573353384.71,         0.192,         0.450,         9.210,        -0.001,        -0.004,         0.165,        81.433,        35.207,         0.992,        59.767,         0.863,        -0.871,       -0.0000,       -0.0000,    0,        42.312,         1,      65,       6,  DGK_norm,       0
   348,     P-836,   2019/11/09 19:40:14,           1-65,       3,       -10.888,       -85.112,         17809,      -1,    1,                                        ,                                        ,                 H2O, 1573353918.92,         0.182,         0.437,         8.236,        -0.001,        -0.004,         0.157,        81.069,        34.823,         0.996,        59.900,         0.862,        -0.871,       -0.0000,       -0.0000,    0,        42.562,         1,      65,       6,  DGK_norm,       0
   349,     P-836,   2019/11/09 19:49:08,           1-65,       4,       -10.882,       -85.105,         17563,       0,    1,                                        ,                                        ,                 H2O, 1573354453.78,         0.216,         0.433,         7.922,        -0.001,        -0.004,         0.159,        79.608,        34.838,         0.966,        58.611,         0.864,        -0.812,       -0.0000,       -0.0000,    0,        42.438,         1,      65,       6,  DGK_norm,       0
   350,     P-836,   2019/11/09 19:58:02,           1-65,       5,       -10.863,       -84.949,         17764,       0,    1,                                        ,                                        ,                 H2O, 1573354987.91,         0.165,         0.429,         6.997,        -0.001,        -0.004,         0.134,        80.574,        35.510,         0.963,        58.997,         0.863,        -0.838,       -0.0000,       -0.0000,    0,        42.438,         1,      65,       6,  DGK_norm,       0
